Unnamed: 0,Date,Latitude,Longitude,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,ResultSpeed,ResultDir,AvgSpeed,SeaLevel
7510,2013-08-15,41.720848,-87.666014,8,1,74.0,57.0,66.0,50.0,58.0,0.0,1.0,0.0,29.47,4.5,22.0,5.0,30.13
7519,2013-08-15,41.986921,-87.689778,24,1,75.0,55.0,65.0,53.0,58.0,0.0,0.0,0.0,29.4,4.2,24.0,4.9,30.13
7656,2013-08-22,41.95469,-87.800991,34,1,78.0,68.0,73.0,67.0,69.0,0.0,8.0,0.23,29.36,1.5,23.0,7.0,30.05
7658,2013-08-22,41.891118,-87.654491,19,0,78.0,67.0,73.0,66.0,68.0,0.0,8.0,0.36,29.42,2.5,24.0,7.0,30.05
7661,2013-08-22,41.867108,-87.654224,31,1,78.0,67.0,73.0,66.0,68.0,0.0,8.0,0.36,29.42,2.5,24.0,7.0,30.05
7676,2013-08-22,41.944869,-87.832763,3,0,78.0,68.0,73.0,67.0,69.0,0.0,8.0,0.23,29.36,1.5,23.0,7.0,30.05
7823,2013-08-29,41.95469,-87.800991,22,0,89.0,66.0,78.0,64.0,69.0,0.0,13.0,0.0,29.29,3.9,10.0,4.7,30.01
7825,2013-08-29,41.95469,-87.800991,35,1,89.0,66.0,78.0,64.0,69.0,0.0,13.0,0.0,29.29,3.9,10.0,4.7,30.01
7826,2013-08-29,41.891118,-87.654491,14,0,87.0,69.0,78.0,65.0,69.0,0.0,13.0,0.0,29.36,4.2,10.0,4.6,30.0
7833,2013-08-29,41.732984,-87.649642,19,1,87.0,69.0,78.0,65.0,69.0,0.0,13.0,0.0,29.36,4.2,10.0,4.6,30.0
7966,2013-09-06,41.95469,-87.800991,50,0,86.0,57.0,72.0,58.0,64.0,0.0,7.0,0.0,29.38,4.7,20.0,6.0,30.11
7969,2013-09-06,41.891118,-87.654491,15,0,85.0,62.0,74.0,55.0,63.0,0.0,9.0,0.0,29.44,4.3,17.0,6.0,30.11
7975,2013-09-06,41.921965,-87.632085,50,1,85.0,62.0,74.0,55.0,63.0,0.0,9.0,0.0,29.44,4.3,17.0,6.0,30.11
7998,2013-09-06,41.916265,-87.800515,13,1,86.0,57.0,72.0,58.0,64.0,0.0,7.0,0.0,29.38,4.7,20.0,6.0,30.11
8109,2013-09-12,41.95469,-87.800991,12,0,82.0,62.0,72.0,59.0,64.0,0.0,7.0,0.0,29.28,7.0,35.0,9.4,29.98
8110,2013-09-12,41.95469,-87.800991,32,1,82.0,62.0,72.0,59.0,64.0,0.0,7.0,0.0,29.28,7.0,35.0,9.4,29.98
8111,2013-09-12,41.891118,-87.654491,1,0,83.0,63.0,73.0,58.0,64.0,0.0,8.0,0.06,29.34,6.8,34.0,9.8,29.97
8118,2013-09-12,41.921965,-87.632085,42,1,83.0,63.0,73.0,58.0,64.0,0.0,8.0,0.06,29.34,6.8,34.0,9.8,29.97
8248,2013-09-19,41.95469,-87.800991,4,0,84.0,69.0,77.0,68.0,70.0,0.0,12.0,0.84,29.14,8.3,16.0,10.6,29.87
8250,2013-09-19,41.891118,-87.654491,1,0,84.0,70.0,77.0,66.0,69.0,0.0,12.0,0.0,29.21,7.8,16.0,10.0,29.87
8253,2013-09-19,41.921965,-87.632085,12,1,84.0,70.0,77.0,66.0,69.0,0.0,12.0,0.0,29.21,7.8,16.0,10.0,29.87
8261,2013-09-19,41.944869,-87.832763,10,1,84.0,69.0,77.0,68.0,70.0,0.0,12.0,0.84,29.14,8.3,16.0,10.6,29.87
8360,2013-09-26,41.95469,-87.800991,5,0,75.0,50.0,63.0,52.0,58.0,2.0,0.0,0.0,29.34,3.8,8.0,4.2,30.04
8362,2013-09-26,41.891118,-87.654491,1,0,75.0,55.0,65.0,52.0,58.0,0.0,0.0,0.0,29.4,4.1,9.0,4.6,30.04
8385,2013-09-26,41.964242,-87.757639,3,1,75.0,50.0,63.0,52.0,58.0,2.0,0.0,0.0,29.34,3.8,8.0,4.2,30.04
8408,2013-09-26,41.776156,-87.778927,4,1,75.0,55.0,65.0,52.0,58.0,0.0,0.0,0.0,29.4,4.1,9.0,4.6,30.04
